"","GO.ID","Ancestor","Description"
"497","GO:0099151","GO:0071840","cellular component organization or biogenesis"
"498","GO:0099151","GO:0097106","postsynaptic density organization"
"499","GO:0099151","GO:0097107","postsynaptic density assembly"
"500","GO:0099151","GO:0098698","postsynaptic specialization assembly"
"501","GO:0099151","GO:0099068","postsynapse assembly"
"502","GO:0099151","GO:0099084","postsynaptic specialization organization"
"503","GO:0099151","GO:0099150","regulation of postsynaptic specialization assembly"
"504","GO:0099151","GO:0099173","postsynapse organization"
"505","GO:0099151","GO:0099175","regulation of postsynapse organization"
"506","GO:0099151","GO:1901888","regulation of cell junction assembly"
"507","GO:0099151","GO:1902115","regulation of organelle assembly"
"508","GO:0099151","GO:1904861","excitatory synapse assembly"
"509","GO:0099151","GO:1904889","regulation of excitatory synapse assembly"
"510","GO:0099151","GO:1905874","regulation of postsynaptic density organization"
"511","GO:0099151","all","all"
"512","GO:0030521","GO:0007154","cell communication"
"513","GO:0030521","GO:0007165","signal transduction"
"514","GO:0030521","GO:0008150","biological_process"
"515","GO:0030521","GO:0009719","response to endogenous stimulus"
"516","GO:0030521","GO:0009725","response to hormone"
"517","GO:0030521","GO:0009755","hormone-mediated signaling pathway"
"518","GO:0030521","GO:0009987","cellular process"
"519","GO:0030521","GO:0010033","response to organic substance"
"520","GO:0030521","GO:0014070","response to organic cyclic compound"
"521","GO:0030521","GO:0023052","signaling"
"522","GO:0030521","GO:0030518","intracellular steroid hormone receptor signaling pathway"
"523","GO:0030521","GO:0030522","intracellular receptor signaling pathway"
"524","GO:0030521","GO:0032870","cellular response to hormone stimulus"
"525","GO:0030521","GO:0033993","response to lipid"
"526","GO:0030521","GO:0042221","response to chemical"
"527","GO:0030521","GO:0043401","steroid hormone mediated signaling pathway"
"528","GO:0030521","GO:0048545","response to steroid hormone"
"529","GO:0030521","GO:0050789","regulation of biological process"
"530","GO:0030521","GO:0050794","regulation of cellular process"
"531","GO:0030521","GO:0050896","response to stimulus"
"532","GO:0030521","GO:0051716","cellular response to stimulus"
"533","GO:0030521","GO:0065007","biological regulation"
"534","GO:0030521","GO:0070887","cellular response to chemical stimulus"
"535","GO:0030521","GO:0071310","cellular response to organic substance"
"536","GO:0030521","GO:0071383","cellular response to steroid hormone stimulus"
"537","GO:0030521","GO:0071396","cellular response to lipid"
"538","GO:0030521","GO:0071407","cellular response to organic cyclic compound"
"539","GO:0030521","GO:0071495","cellular response to endogenous stimulus"
"540","GO:0030521","all","all"
"541","GO:0007271","GO:0007154","cell communication"
"542","GO:0007271","GO:0007267","cell-cell signaling"
"543","GO:0007271","GO:0007268","chemical synaptic transmission"
"544","GO:0007271","GO:0008150","biological_process"
"545","GO:0007271","GO:0009987","cellular process"
"546","GO:0007271","GO:0023052","signaling"
"547","GO:0007271","GO:0050789","regulation of biological process"
"548","GO:0007271","GO:0065007","biological regulation"
"549","GO:0007271","GO:0098916","anterograde trans-synaptic signaling"
"550","GO:0007271","GO:0099536","synaptic signaling"
"551","GO:0007271","GO:0099537","trans-synaptic signaling"
"552","GO:0007271","all","all"
"553","GO:0006163","GO:0006725","cellular aromatic compound metabolic process"
"554","GO:0006163","GO:0006753","nucleoside phosphate metabolic process"
"555","GO:0006163","GO:0006793","phosphorus metabolic process"
"556","GO:0006163","GO:0006796","phosphate-containing compound metabolic process"
"557","GO:0006163","GO:0006807","nitrogen compound metabolic process"
"558","GO:0006163","GO:0008150","biological_process"
"559","GO:0006163","GO:0008152","metabolic process"
"560","GO:0006163","GO:0009987","cellular process"
"561","GO:0006163","GO:0019637","organophosphate metabolic process"
"562","GO:0006163","GO:0034641","cellular nitrogen compound metabolic process"
"563","GO:0006163","GO:0044237","cellular metabolic process"
"564","GO:0006163","GO:0044238","primary metabolic process"
"565","GO:0006163","GO:0044281","small molecule metabolic process"
"566","GO:0006163","GO:0046483","heterocycle metabolic process"
"567","GO:0006163","GO:0055086","nucleobase-containing small molecule metabolic process"
"568","GO:0006163","GO:0071704","organic substance metabolic process"
"569","GO:0006163","GO:0072521","purine-containing compound metabolic process"
"570","GO:0006163","GO:1901360","organic cyclic compound metabolic process"
"571","GO:0006163","GO:1901564","organonitrogen compound metabolic process"
"572","GO:0006163","all","all"
"573","GO:0010876","GO:0008150","biological_process"
"574","GO:0010876","GO:0033036","macromolecule localization"
"575","GO:0010876","GO:0051179","localization"
"576","GO:0010876","all","all"
"577","GO:1903748","GO:0008104","protein localization"
"578","GO:1903748","GO:0008150","biological_process"
"579","GO:1903748","GO:0009987","cellular process"
"580","GO:1903748","GO:0032879","regulation of localization"
"581","GO:1903748","GO:0032880","regulation of protein localization"
"582","GO:1903748","GO:0033036","macromolecule localization"
"583","GO:1903748","GO:0033365","protein localization to organelle"
"584","GO:1903748","GO:0045184","establishment of protein localization"
"585","GO:1903748","GO:0048519","negative regulation of biological process"
"586","GO:1903748","GO:0048523","negative regulation of cellular process"
"587","GO:1903748","GO:0050789","regulation of biological process"
"588","GO:1903748","GO:0050794","regulation of cellular process"
"589","GO:1903748","GO:0051179","localization"
"590","GO:1903748","GO:0051234","establishment of localization"
"591","GO:1903748","GO:0051641","cellular localization"
"592","GO:1903748","GO:0060341","regulation of cellular localization"
"593","GO:1903748","GO:0065007","biological regulation"
"594","GO:1903748","GO:0070201","regulation of establishment of protein localization"
"595","GO:1903748","GO:0070585","protein localization to mitochondrion"
"596","GO:1903748","GO:0070727","cellular macromolecule localization"
"597","GO:1903748","GO:0072594","establishment of protein localization to organelle"
"598","GO:1903748","GO:0072655","establishment of protein localization to mitochondrion"
"599","GO:1903748","GO:1903747","regulation of establishment of protein localization to mitochondrion"
"600","GO:1903748","GO:1903828","negative regulation of protein localization"
"601","GO:1903748","GO:1904950","negative regulation of establishment of protein localization"
"602","GO:1903748","all","all"
"603","GO:0043116","GO:0003008","system process"
"604","GO:0043116","GO:0003013","circulatory system process"
"605","GO:0043116","GO:0003018","vascular process in circulatory system"
"606","GO:0043116","GO:0008015","blood circulation"
"607","GO:0043116","GO:0008150","biological_process"
"608","GO:0043116","GO:0032501","multicellular organismal process"
"609","GO:0043116","GO:0043114","regulation of vascular permeability"
"610","GO:0043116","GO:0065007","biological regulation"
"611","GO:0043116","GO:0065008","regulation of biological quality"
"612","GO:0043116","all","all"
"613","GO:0032570","GO:0008150","biological_process"
"614","GO:0032570","GO:0009719","response to endogenous stimulus"
"615","GO:0032570","GO:0009725","response to hormone"
"616","GO:0032570","GO:0010033","response to organic substance"
"617","GO:0032570","GO:0014070","response to organic cyclic compound"
"618","GO:0032570","GO:0033993","response to lipid"
"619","GO:0032570","GO:0042221","response to chemical"
"620","GO:0032570","GO:0048545","response to steroid hormone"
"621","GO:0032570","GO:0050896","response to stimulus"
"622","GO:0032570","GO:1901654","response to ketone"
"623","GO:0032570","GO:1901700","response to oxygen-containing compound"
"624","GO:0032570","all","all"
"625","GO:0006487","GO:0006486","protein glycosylation"
"626","GO:0006487","GO:0006807","nitrogen compound metabolic process"
"627","GO:0006487","GO:0008150","biological_process"
"628","GO:0006487","GO:0008152","metabolic process"
"629","GO:0006487","GO:0009058","biosynthetic process"
"630","GO:0006487","GO:0009059","macromolecule biosynthetic process"
"631","GO:0006487","GO:0009100","glycoprotein metabolic process"
"632","GO:0006487","GO:0009101","glycoprotein biosynthetic process"
"633","GO:0006487","GO:0009987","cellular process"
"634","GO:0006487","GO:0019538","protein metabolic process"
"635","GO:0006487","GO:0036211","protein modification process"
"636","GO:0006487","GO:0043170","macromolecule metabolic process"
"637","GO:0006487","GO:0043412","macromolecule modification"
"638","GO:0006487","GO:0043413","macromolecule glycosylation"
"639","GO:0006487","GO:0044237","cellular metabolic process"
"640","GO:0006487","GO:0044238","primary metabolic process"
"641","GO:0006487","GO:0044249","cellular biosynthetic process"
"642","GO:0006487","GO:0070085","glycosylation"
"643","GO:0006487","GO:0071704","organic substance metabolic process"
"644","GO:0006487","GO:1901135","carbohydrate derivative metabolic process"
"645","GO:0006487","GO:1901137","carbohydrate derivative biosynthetic process"
"646","GO:0006487","GO:1901564","organonitrogen compound metabolic process"
"647","GO:0006487","GO:1901566","organonitrogen compound biosynthetic process"
"648","GO:0006487","GO:1901576","organic substance biosynthetic process"
"649","GO:0006487","all","all"
"650","GO:0030182","GO:0007275","multicellular organism development"
"651","GO:0030182","GO:0007399","nervous system development"
"652","GO:0030182","GO:0008150","biological_process"
"653","GO:0030182","GO:0009987","cellular process"
"654","GO:0030182","GO:0022008","neurogenesis"
"655","GO:0030182","GO:0030154","cell differentiation"
"656","GO:0030182","GO:0032501","multicellular organismal process"
"657","GO:0030182","GO:0032502","developmental process"
"658","GO:0030182","GO:0048699","generation of neurons"
"659","GO:0030182","GO:0048731","system development"
"660","GO:0030182","GO:0048856","anatomical structure development"
"661","GO:0030182","GO:0048869","cellular developmental process"
"662","GO:0030182","all","all"
"663","GO:0050918","GO:0006935","chemotaxis"
"664","GO:0050918","GO:0008150","biological_process"
"665","GO:0050918","GO:0009605","response to external stimulus"
"666","GO:0050918","GO:0040011","locomotion"
"667","GO:0050918","GO:0042221","response to chemical"
"668","GO:0050918","GO:0042330","taxis"
"669","GO:0050918","GO:0050896","response to stimulus"
"670","GO:0050918","all","all"
"671","GO:0071218","GO:0006950","response to stress"
"672","GO:0071218","GO:0008150","biological_process"
"673","GO:0071218","GO:0009987","cellular process"
"674","GO:0071218","GO:0010033","response to organic substance"
"675","GO:0071218","GO:0033554","cellular response to stress"
"676","GO:0071218","GO:0035966","response to topologically incorrect protein"
"677","GO:0071218","GO:0035967","cellular response to topologically incorrect protein"
"678","GO:0071218","GO:0042221","response to chemical"
"679","GO:0071218","GO:0050896","response to stimulus"
"680","GO:0071218","GO:0051716","cellular response to stimulus"
"681","GO:0071218","GO:0051788","response to misfolded protein"
"682","GO:0071218","GO:0070887","cellular response to chemical stimulus"
"683","GO:0071218","GO:0071310","cellular response to organic substance"
"684","GO:0071218","all","all"
"685","GO:0042953","GO:0006810","transport"
"686","GO:0042953","GO:0008104","protein localization"
"687","GO:0042953","GO:0008150","biological_process"
"688","GO:0042953","GO:0009987","cellular process"
"689","GO:0042953","GO:0015031","protein transport"
"690","GO:0042953","GO:0033036","macromolecule localization"
"691","GO:0042953","GO:0044872","lipoprotein localization"
"692","GO:0042953","GO:0045184","establishment of protein localization"
"693","GO:0042953","GO:0051179","localization"
"694","GO:0042953","GO:0051234","establishment of localization"
"695","GO:0042953","GO:0051641","cellular localization"
"696","GO:0042953","GO:0070727","cellular macromolecule localization"
"697","GO:0042953","GO:0071702","organic substance transport"
"698","GO:0042953","GO:0071705","nitrogen compound transport"
"699","GO:0042953","all","all"
"700","GO:0006515","GO:0006508","proteolysis"
"701","GO:0006515","GO:0006807","nitrogen compound metabolic process"
"702","GO:0006515","GO:0008150","biological_process"
"703","GO:0006515","GO:0008152","metabolic process"
"704","GO:0006515","GO:0009056","catabolic process"
"705","GO:0006515","GO:0009057","macromolecule catabolic process"
"706","GO:0006515","GO:0019538","protein metabolic process"
"707","GO:0006515","GO:0030163","protein catabolic process"
"708","GO:0006515","GO:0043170","macromolecule metabolic process"
"709","GO:0006515","GO:0044238","primary metabolic process"
"710","GO:0006515","GO:0051603","proteolysis involved in protein catabolic process"
"711","GO:0006515","GO:0071704","organic substance metabolic process"
"712","GO:0006515","GO:1901564","organonitrogen compound metabolic process"
"713","GO:0006515","GO:1901565","organonitrogen compound catabolic process"
"714","GO:0006515","GO:1901575","organic substance catabolic process"
"715","GO:0006515","all","all"
"716","GO:0035094","GO:0008150","biological_process"
"717","GO:0035094","GO:0042221","response to chemical"
"718","GO:0035094","GO:0050896","response to stimulus"
"719","GO:0035094","all","all"
"720","GO:0090200","GO:0001836","release of cytochrome c from mitochondria"
"721","GO:0090200","GO:0006915","apoptotic process"
"722","GO:0090200","GO:0006996","organelle organization"
"723","GO:0090200","GO:0007154","cell communication"
"724","GO:0090200","GO:0007165","signal transduction"
"725","GO:0090200","GO:0008150","biological_process"
"726","GO:0090200","GO:0008219","cell death"
"727","GO:0090200","GO:0008637","apoptotic mitochondrial changes"
"728","GO:0090200","GO:0009987","cellular process"
"729","GO:0090200","GO:0010638","positive regulation of organelle organization"
"730","GO:0090200","GO:0010821","regulation of mitochondrion organization"
"731","GO:0090200","GO:0010822","positive regulation of mitochondrion organization"
"732","GO:0090200","GO:0012501","programmed cell death"
"733","GO:0090200","GO:0016043","cellular component organization"
"734","GO:0090200","GO:0023052","signaling"
"735","GO:0090200","GO:0033043","regulation of organelle organization"
"736","GO:0090200","GO:0048518","positive regulation of biological process"
"737","GO:0090200","GO:0048522","positive regulation of cellular process"
"738","GO:0090200","GO:0050789","regulation of biological process"
"739","GO:0090200","GO:0050794","regulation of cellular process"
"740","GO:0090200","GO:0050896","response to stimulus"
"741","GO:0090200","GO:0051128","regulation of cellular component organization"
"742","GO:0090200","GO:0051130","positive regulation of cellular component organization"
"743","GO:0090200","GO:0051716","cellular response to stimulus"
"744","GO:0090200","GO:0065007","biological regulation"
"745","GO:0090200","GO:0071840","cellular component organization or biogenesis"
"746","GO:0090200","GO:0090199","regulation of release of cytochrome c from mitochondria"
"747","GO:0090200","GO:0097190","apoptotic signaling pathway"
"748","GO:0090200","all","all"
"749","GO:0031398","GO:0006807","nitrogen compound metabolic process"
"750","GO:0031398","GO:0008150","biological_process"
"751","GO:0031398","GO:0008152","metabolic process"
"752","GO:0031398","GO:0009893","positive regulation of metabolic process"
"753","GO:0031398","GO:0010604","positive regulation of macromolecule metabolic process"
"754","GO:0031398","GO:0016567","protein ubiquitination"
"755","GO:0031398","GO:0019222","regulation of metabolic process"
"756","GO:0031398","GO:0019538","protein metabolic process"
"757","GO:0031398","GO:0031396","regulation of protein ubiquitination"
"758","GO:0031398","GO:0031399","regulation of protein modification process"
"759","GO:0031398","GO:0031401","positive regulation of protein modification process"
"760","GO:0031398","GO:0032446","protein modification by small protein conjugation"
"761","GO:0031398","GO:0036211","protein modification process"
"762","GO:0031398","GO:0043170","macromolecule metabolic process"
"763","GO:0031398","GO:0043412","macromolecule modification"
"764","GO:0031398","GO:0043687","post-translational protein modification"
"765","GO:0031398","GO:0044238","primary metabolic process"
"766","GO:0031398","GO:0048518","positive regulation of biological process"
"767","GO:0031398","GO:0050789","regulation of biological process"
"768","GO:0031398","GO:0051171","regulation of nitrogen compound metabolic process"
"769","GO:0031398","GO:0051173","positive regulation of nitrogen compound metabolic process"
"770","GO:0031398","GO:0051246","regulation of protein metabolic process"
"771","GO:0031398","GO:0051247","positive regulation of protein metabolic process"
"772","GO:0031398","GO:0060255","regulation of macromolecule metabolic process"
"773","GO:0031398","GO:0065007","biological regulation"
"774","GO:0031398","GO:0070647","protein modification by small protein conjugation or removal"
"775","GO:0031398","GO:0071704","organic substance metabolic process"
"776","GO:0031398","GO:0080090","regulation of primary metabolic process"
"777","GO:0031398","GO:1901564","organonitrogen compound metabolic process"
"778","GO:0031398","GO:1901873","regulation of post-translational protein modification"
"779","GO:0031398","GO:1901875","positive regulation of post-translational protein modification"
"780","GO:0031398","GO:1903320","regulation of protein modification by small protein conjugation or removal"
"781","GO:0031398","GO:1903322","positive regulation of protein modification by small protein conjugation or removal"
"782","GO:0031398","all","all"
"783","GO:0060716","GO:0001568","blood vessel development"
"784","GO:0060716","GO:0001701","in utero embryonic development"
"785","GO:0060716","GO:0001890","placenta development"
"786","GO:0060716","GO:0001892","embryonic placenta development"
"787","GO:0060716","GO:0001944","vasculature development"
"788","GO:0060716","GO:0007275","multicellular organism development"
"789","GO:0060716","GO:0008150","biological_process"
"790","GO:0060716","GO:0009790","embryo development"
"791","GO:0060716","GO:0009792","embryo development ending in birth or egg hatching"
"792","GO:0060716","GO:0032501","multicellular organismal process"
"793","GO:0060716","GO:0032502","developmental process"
"794","GO:0060716","GO:0043009","chordate embryonic development"
"795","GO:0060716","GO:0048513","animal organ development"
"796","GO:0060716","GO:0048568","embryonic organ development"
"797","GO:0060716","GO:0048731","system development"
"798","GO:0060716","GO:0048856","anatomical structure development"
"799","GO:0060716","GO:0060674","placenta blood vessel development"
"800","GO:0060716","GO:0060711","labyrinthine layer development"
"801","GO:0060716","GO:0072359","circulatory system development"
"802","GO:0060716","all","all"
"803","GO:0006936","GO:0003008","system process"
"804","GO:0006936","GO:0003012","muscle system process"
"805","GO:0006936","GO:0008150","biological_process"
"806","GO:0006936","GO:0032501","multicellular organismal process"
"807","GO:0006936","all","all"
"808","GO:0006139","GO:0006725","cellular aromatic compound metabolic process"
"809","GO:0006139","GO:0006807","nitrogen compound metabolic process"
"810","GO:0006139","GO:0008150","biological_process"
"811","GO:0006139","GO:0008152","metabolic process"
"812","GO:0006139","GO:0009987","cellular process"
"813","GO:0006139","GO:0034641","cellular nitrogen compound metabolic process"
"814","GO:0006139","GO:0044237","cellular metabolic process"
"815","GO:0006139","GO:0044238","primary metabolic process"
"816","GO:0006139","GO:0046483","heterocycle metabolic process"
"817","GO:0006139","GO:0071704","organic substance metabolic process"
"818","GO:0006139","GO:1901360","organic cyclic compound metabolic process"
"819","GO:0006139","all","all"
"820","GO:0060491","GO:0008150","biological_process"
"821","GO:0060491","GO:0008283","cell population proliferation"
"822","GO:0060491","GO:0009987","cellular process"
"823","GO:0060491","GO:0016043","cellular component organization"
"824","GO:0060491","GO:0022607","cellular component assembly"
"825","GO:0060491","GO:0030030","cell projection organization"
"826","GO:0060491","GO:0030031","cell projection assembly"
"827","GO:0060491","GO:0031344","regulation of cell projection organization"
"828","GO:0060491","GO:0042127","regulation of cell population proliferation"
"829","GO:0060491","GO:0044085","cellular component biogenesis"
"830","GO:0060491","GO:0044087","regulation of cellular component biogenesis"
"831","GO:0060491","GO:0050789","regulation of biological process"
"832","GO:0060491","GO:0050794","regulation of cellular process"
"833","GO:0060491","GO:0051128","regulation of cellular component organization"
"834","GO:0060491","GO:0065007","biological regulation"
"835","GO:0060491","GO:0071840","cellular component organization or biogenesis"
"836","GO:0060491","all","all"
"837","GO:0001541","GO:0000003","reproduction"
"838","GO:0001541","GO:0003006","developmental process involved in reproduction"
"839","GO:0001541","GO:0007275","multicellular organism development"
"840","GO:0001541","GO:0007548","sex differentiation"
"841","GO:0001541","GO:0008150","biological_process"
"842","GO:0001541","GO:0008406","gonad development"
"843","GO:0001541","GO:0008585","female gonad development"
"844","GO:0001541","GO:0022414","reproductive process"
"845","GO:0001541","GO:0032501","multicellular organismal process"
"846","GO:0001541","GO:0032502","developmental process"
"847","GO:0001541","GO:0045137","development of primary sexual characteristics"
"848","GO:0001541","GO:0046545","development of primary female sexual characteristics"
"849","GO:0001541","GO:0046660","female sex differentiation"
"850","GO:0001541","GO:0048513","animal organ development"
"851","GO:0001541","GO:0048608","reproductive structure development"
"852","GO:0001541","GO:0048731","system development"
"853","GO:0001541","GO:0048856","anatomical structure development"
"854","GO:0001541","GO:0061458","reproductive system development"
"855","GO:0001541","all","all"
"856","GO:0034220","GO:0006810","transport"
"857","GO:0034220","GO:0006811","monoatomic ion transport"
"858","GO:0034220","GO:0008150","biological_process"
"859","GO:0034220","GO:0009987","cellular process"
"860","GO:0034220","GO:0051179","localization"
"861","GO:0034220","GO:0051234","establishment of localization"
"862","GO:0034220","GO:0055085","transmembrane transport"
"863","GO:0034220","all","all"
"864","GO:0033137","GO:0001932","regulation of protein phosphorylation"
"865","GO:0033137","GO:0001933","negative regulation of protein phosphorylation"
"866","GO:0033137","GO:0006468","protein phosphorylation"
"867","GO:0033137","GO:0006793","phosphorus metabolic process"
"868","GO:0033137","GO:0006796","phosphate-containing compound metabolic process"
"869","GO:0033137","GO:0006807","nitrogen compound metabolic process"
"870","GO:0033137","GO:0008150","biological_process"
"871","GO:0033137","GO:0008152","metabolic process"
"872","GO:0033137","GO:0009892","negative regulation of metabolic process"
"873","GO:0033137","GO:0009987","cellular process"
"874","GO:0033137","GO:0010563","negative regulation of phosphorus metabolic process"
"875","GO:0033137","GO:0010605","negative regulation of macromolecule metabolic process"
"876","GO:0033137","GO:0016310","phosphorylation"
"877","GO:0033137","GO:0018105","peptidyl-serine phosphorylation"
"878","GO:0033137","GO:0018193","peptidyl-amino acid modification"
"879","GO:0033137","GO:0018209","peptidyl-serine modification"
"880","GO:0033137","GO:0019220","regulation of phosphate metabolic process"
"881","GO:0033137","GO:0019222","regulation of metabolic process"
"882","GO:0033137","GO:0019538","protein metabolic process"
"883","GO:0033137","GO:0031323","regulation of cellular metabolic process"
"884","GO:0033137","GO:0031324","negative regulation of cellular metabolic process"
"885","GO:0033137","GO:0031399","regulation of protein modification process"
"886","GO:0033137","GO:0031400","negative regulation of protein modification process"
"887","GO:0033137","GO:0033135","regulation of peptidyl-serine phosphorylation"
"888","GO:0033137","GO:0036211","protein modification process"
"889","GO:0033137","GO:0042325","regulation of phosphorylation"
"890","GO:0033137","GO:0042326","negative regulation of phosphorylation"
"891","GO:0033137","GO:0043170","macromolecule metabolic process"
"892","GO:0033137","GO:0043412","macromolecule modification"
"893","GO:0033137","GO:0044237","cellular metabolic process"
"894","GO:0033137","GO:0044238","primary metabolic process"
"895","GO:0033137","GO:0045936","negative regulation of phosphate metabolic process"
"896","GO:0033137","GO:0048519","negative regulation of biological process"
"897","GO:0033137","GO:0048523","negative regulation of cellular process"
"898","GO:0033137","GO:0050789","regulation of biological process"
"899","GO:0033137","GO:0050794","regulation of cellular process"
"900","GO:0033137","GO:0051171","regulation of nitrogen compound metabolic process"
"901","GO:0033137","GO:0051172","negative regulation of nitrogen compound metabolic process"
"902","GO:0033137","GO:0051174","regulation of phosphorus metabolic process"
"903","GO:0033137","GO:0051246","regulation of protein metabolic process"
"904","GO:0033137","GO:0051248","negative regulation of protein metabolic process"
"905","GO:0033137","GO:0060255","regulation of macromolecule metabolic process"
"906","GO:0033137","GO:0065007","biological regulation"
"907","GO:0033137","GO:0071704","organic substance metabolic process"
"908","GO:0033137","GO:0080090","regulation of primary metabolic process"
"909","GO:0033137","GO:1901564","organonitrogen compound metabolic process"
"910","GO:0033137","all","all"
"911","GO:0048814","GO:0000902","cell morphogenesis"
"912","GO:0048814","GO:0007275","multicellular organism development"
"913","GO:0048814","GO:0007399","nervous system development"
"914","GO:0048814","GO:0008150","biological_process"
"915","GO:0048814","GO:0008283","cell population proliferation"
"916","GO:0048814","GO:0009653","anatomical structure morphogenesis"
"917","GO:0048814","GO:0009987","cellular process"
"918","GO:0048814","GO:0010975","regulation of neuron projection development"
"919","GO:0048814","GO:0016043","cellular component organization"
"920","GO:0048814","GO:0016358","dendrite development"
"921","GO:0048814","GO:0022008","neurogenesis"
"922","GO:0048814","GO:0022603","regulation of anatomical structure morphogenesis"
"923","GO:0048814","GO:0030030","cell projection organization"
"924","GO:0048814","GO:0030154","cell differentiation"
"925","GO:0048814","GO:0031175","neuron projection development"
"926","GO:0048814","GO:0031344","regulation of cell projection organization"
"927","GO:0048814","GO:0032501","multicellular organismal process"
"928","GO:0048814","GO:0032502","developmental process"
"929","GO:0048814","GO:0032989","cellular component morphogenesis"
"930","GO:0048814","GO:0032990","cell part morphogenesis"
"931","GO:0048814","GO:0042127","regulation of cell population proliferation"
"932","GO:0048814","GO:0048468","cell development"
"933","GO:0048814","GO:0048666","neuron development"
"934","GO:0048814","GO:0048667","cell morphogenesis involved in neuron differentiation"
"935","GO:0048814","GO:0048699","generation of neurons"
"936","GO:0048814","GO:0048731","system development"
"937","GO:0048814","GO:0048812","neuron projection morphogenesis"
"938","GO:0048814","GO:0048813","dendrite morphogenesis"
"939","GO:0048814","GO:0048856","anatomical structure development"
"940","GO:0048814","GO:0048858","cell projection morphogenesis"
"941","GO:0048814","GO:0048869","cellular developmental process"
"942","GO:0048814","GO:0050773","regulation of dendrite development"
"943","GO:0048814","GO:0050789","regulation of biological process"
"944","GO:0048814","GO:0050793","regulation of developmental process"
"945","GO:0048814","GO:0050794","regulation of cellular process"
"946","GO:0048814","GO:0051128","regulation of cellular component organization"
"947","GO:0048814","GO:0065007","biological regulation"
"948","GO:0048814","GO:0071840","cellular component organization or biogenesis"
"949","GO:0048814","GO:0120035","regulation of plasma membrane bounded cell projection organization"
"950","GO:0048814","GO:0120036","plasma membrane bounded cell projection organization"
"951","GO:0048814","GO:0120039","plasma membrane bounded cell projection morphogenesis"
"952","GO:0048814","all","all"
"953","GO:0035987","GO:0001704","formation of primary germ layer"
"954","GO:0035987","GO:0001706","endoderm formation"
"955","GO:0035987","GO:0007275","multicellular organism development"
"956","GO:0035987","GO:0007369","gastrulation"
"957","GO:0035987","GO:0007492","endoderm development"
"958","GO:0035987","GO:0008150","biological_process"
"959","GO:0035987","GO:0009653","anatomical structure morphogenesis"
"960","GO:0035987","GO:0009790","embryo development"
"961","GO:0035987","GO:0009888","tissue development"
"962","GO:0035987","GO:0009987","cellular process"
"963","GO:0035987","GO:0030154","cell differentiation"
"964","GO:0035987","GO:0032501","multicellular organismal process"
"965","GO:0035987","GO:0032502","developmental process"
"966","GO:0035987","GO:0048598","embryonic morphogenesis"
"967","GO:0035987","GO:0048646","anatomical structure formation involved in morphogenesis"
"968","GO:0035987","GO:0048856","anatomical structure development"
"969","GO:0035987","GO:0048869","cellular developmental process"
"970","GO:0035987","all","all"
"971","GO:0007032","GO:0006996","organelle organization"
"972","GO:0007032","GO:0008150","biological_process"
"973","GO:0007032","GO:0009987","cellular process"
"974","GO:0007032","GO:0010256","endomembrane system organization"
"975","GO:0007032","GO:0016043","cellular component organization"
"976","GO:0007032","GO:0016050","vesicle organization"
"977","GO:0007032","GO:0071840","cellular component organization or biogenesis"
"978","GO:0007032","all","all"
"979","GO:0090128","GO:0007275","multicellular organism development"
"980","GO:0090128","GO:0007399","nervous system development"
"981","GO:0090128","GO:0008150","biological_process"
"982","GO:0090128","GO:0009987","cellular process"
"983","GO:0090128","GO:0016043","cellular component organization"
"984","GO:0090128","GO:0021700","developmental maturation"
"985","GO:0090128","GO:0032501","multicellular organismal process"
"986","GO:0090128","GO:0032502","developmental process"
"987","GO:0090128","GO:0034330","cell junction organization"
"988","GO:0090128","GO:0048731","system development"
"989","GO:0090128","GO:0048856","anatomical structure development"
"990","GO:0090128","GO:0050789","regulation of biological process"
"991","GO:0090128","GO:0050793","regulation of developmental process"
"992","GO:0090128","GO:0050794","regulation of cellular process"
"993","GO:0090128","GO:0050803","regulation of synapse structure or activity"
"994","GO:0090128","GO:0050807","regulation of synapse organization"
"995","GO:0090128","GO:0050808","synapse organization"
"996","GO:0090128","GO:0051128","regulation of cellular component organization"
"997","GO:0090128","GO:0060074","synapse maturation"
"998","GO:0090128","GO:0065007","biological regulation"
"999","GO:0090128","GO:0065008","regulation of biological quality"
"1000","GO:0090128","GO:0071840","cellular component organization or biogenesis"
"1001","GO:0090128","all","all"
"1002","GO:0034394","GO:0008104","protein localization"
"1003","GO:0034394","GO:0008150","biological_process"
"1004","GO:0034394","GO:0009987","cellular process"
"1005","GO:0034394","GO:0033036","macromolecule localization"
"1006","GO:0034394","GO:0051179","localization"
"1007","GO:0034394","GO:0051641","cellular localization"
"1008","GO:0034394","GO:0070727","cellular macromolecule localization"
"1009","GO:0034394","all","all"
"1010","GO:2000179","GO:0008150","biological_process"
"1011","GO:2000179","GO:0008283","cell population proliferation"
"1012","GO:2000179","GO:0008284","positive regulation of cell population proliferation"
"1013","GO:2000179","GO:0009987","cellular process"
"1014","GO:2000179","GO:0042127","regulation of cell population proliferation"
"1015","GO:2000179","GO:0048518","positive regulation of biological process"
"1016","GO:2000179","GO:0048522","positive regulation of cellular process"
"1017","GO:2000179","GO:0050789","regulation of biological process"
"1018","GO:2000179","GO:0050794","regulation of cellular process"
"1019","GO:2000179","GO:0061351","neural precursor cell proliferation"
"1020","GO:2000179","GO:0065007","biological regulation"
"1021","GO:2000179","GO:2000177","regulation of neural precursor cell proliferation"
