chr	start	end	nSNPs	pos	lc_nhaps	lc_uhaps	lc_h12	lc_h2h1	lc_m	lc_A	lc_L
B1	199538039	199662189	101	199600114.5	32	32	0.0332031	0.96875	0	0	0
B1	199594356	199747427	101	199670892	20	20	0.055	0.95	0	0	0
B1	199662189	199793226	101	199727708	10	10	0.12	0.9	0	0	0
B1	199747427	199842450	101	199794939	18	18	0.0617284	0.944444	0	0	0
B1	199793226	199888955	101	199841091	16	16	0.0703125	0.9375	0	0	0
B1	199842450	199930166	101	199886308.5	16	15	0.0859375	0.777778	0	0	0
B1	199888955	199984615	101	199936785.5	10	10	0.12	0.9	0	0	0
B1	199930166	200035835	101	199983001	20	20	0.055	0.95	0	0	0
B1	199984615	200073030	101	200028823	28	28	0.0382653	0.964286	0	0	0
B1	200035835	200135017	101	200085426.5	20	20	0.055	0.95	0	0	0
B1	200073030	200214992	101	200144011.5	10	9	0.16	0.666667	9	1647.02	1.11207
B1	200135017	200281099	101	200208058.5	18	18	0.0617284	0.944444	0	0	0
B1	200214992	200332737	101	200273865	22	22	0.0495868	0.954545	0	0	0
B1	200281099	200353200	101	200317150	20	20	0.055	0.95	0	0	0
B1	200332737	200373743	101	200353240.5	6	6	0.222222	0.833333	6	3309.46	1.57584
B1	200353200	200402934	101	200378067.5	6	6	0.222222	0.833333	6	407.924	1.57558
B1	200373743	200410840	101	200392292	36	35	0.0324074	0.894737	0	0	0
B1	200402934	200419582	101	200411258.5	16	15	0.0859375	0.777778	0	0	0
B1	200410840	200439439	101	200425140	6	6	0.222222	0.833333	6	354.787	1.57558
B1	200419582	200458151	101	200438867	14	14	0.0816327	0.928571	0	0	0
B1	200439439	200497735	101	200468587.5	20	20	0.055	0.95	0	0	0
B1	200458151	200585148	101	200521650	22	22	0.0495868	0.954545	0	0	0
B1	200497735	200632846	101	200565291	12	11	0.125	0.714286	0	0	0
B1	200585148	200686832	101	200635990.5	8	7	0.21875	0.6	6	11621.5	2.11338
B1	200632846	200710076	101	200671461.5	8	7	0.21875	0.6	6	1083.58	2.06516
B1	200686832	200730533	101	200708683	30	23	0.0977778	0.714286	3	942.433	2.72802
B1	200710076	200773156	101	200741616.5	30	29	0.04	0.875	0	0	0
B1	200730533	200826346	101	200778440	36	36	0.029321	0.972222	0	0	0
B1	200773156	200885274	101	200829215.5	38	38	0.0277008	0.973684	0	0	0
B1	200826346	200913922	101	200870134.5	38	38	0.0277008	0.973684	0	0	0
B1	200885274	200972662	101	200928968.5	24	24	0.0451389	0.958333	0	0	0
B1	200913922	200992735	101	200953329	22	22	0.0495868	0.954545	0	0	0
B1	200972662	201018909	101	200995786	30	20	0.122222	0.513514	4	13362.1	3.82471
B1	200992735	201036517	101	201014626.5	20	11	0.24	0.4	4	20310	3.86483
B1	201018909	201051617	101	201035263.5	24	15	0.173611	0.4375	4	20310	3.02018
B1	201036517	201094084	101	201065301	20	19	0.065	0.818182	0	0	0
B1	201051617	201153066	101	201102342	18	18	0.0617284	0.944444	0	0	0
B1	201094084	201202146	101	201148115.5	10	10	0.12	0.9	0	0	0
B1	201153066	201246175	101	201199621	10	10	0.12	0.9	0	0	0
B1	201202146	201280935	101	201241541	24	24	0.0451389	0.958333	0	0	0
B1	201246175	201317491	101	201281833.5	16	16	0.0703125	0.9375	0	0	0
B1	201280935	201368233	101	201324584.5	16	16	0.0703125	0.9375	0	0	0
B1	201317491	201412220	101	201364856	12	12	0.0972222	0.916667	0	0	0
B1	201368233	201446243	101	201407238.5	12	12	0.0972222	0.916667	0	0	0
B1	201412220	201514747	101	201463484	12	12	0.0972222	0.916667	0	0	0
B1	201446243	201584313	101	201515278.5	12	12	0.0972222	0.916667	0	0	0
B1	201514747	201638648	101	201576698	22	22	0.0495868	0.954545	0	0	0
B1	201584313	201658832	101	201621573	26	26	0.0414201	0.961538	0	0	0
B1	201638648	201689913	101	201664281	18	18	0.0617284	0.944444	0	0	0
B1	201658832	201709162	101	201683997.5	18	18	0.0617284	0.944444	0	0	0
B1	201689913	201806427	101	201748170.5	22	22	0.0495868	0.954545	0	0	0
B1	201709162	201867793	101	201788478	20	20	0.055	0.95	0	0	0
B1	201806427	201932743	101	201869585.5	8	8	0.15625	0.875	7	1245.87	0.875834
B1	201867793	201962866	101	201915330	10	10	0.12	0.9	0	0	0
B1	201932743	202019917	101	201976330.5	32	32	0.0332031	0.96875	0	0	0
B1	201962866	202044440	101	202003653.5	36	36	0.029321	0.972222	0	0	0
B1	202019917	202084838	101	202052378	18	18	0.0617284	0.944444	0	0	0
B1	202044440	202106878	101	202075659.5	20	20	0.055	0.95	0	0	0
B1	202084838	202116245	101	202100542	36	32	0.0447531	0.804348	3	712.897	0.244365
B1	202106878	202148186	101	202127532.5	6	5	0.333333	0.5	5	3805.12	3.14973
B1	202116245	202166394	101	202141320	2	2	1	0.5	2	3309.46	3.07249
B1	202148186	202187998	101	202168092.5	12	12	0.0972222	0.916667	0	0	0
B1	202166394	202210317	101	202188356	24	24	0.0451389	0.958333	0	0	0
B1	202187998	202247437	101	202217718	12	12	0.0972222	0.916667	0	0	0
B1	202210317	202285794	101	202248056	10	10	0.12	0.9	0	0	0
B1	202247437	202298787	101	202273112.5	28	28	0.0382653	0.964286	0	0	0
B1	202285794	202326504	101	202306149.5	8	8	0.15625	0.875	7	2503.42	0.875851
B1	202298787	202361254	101	202330021	8	8	0.15625	0.875	7	712.897	0.875834
B1	202326504	202386107	101	202356306	38	34	0.0415512	0.8125	3	819.669	0.257941
B1	202361254	202418416	101	202389835.5	34	31	0.0467128	0.785714	0	0	0
B1	202386107	202469629	101	202427868.5	32	31	0.0371094	0.882353	0	0	0
B1	202418416	202495550	101	202456983.5	8	8	0.15625	0.875	7	819.669	0.875834
B1	202469629	202531162	101	202500396	4	4	0.375	0.75	4	1245.87	2.49187
B1	202495550	202601263	101	202548407	12	12	0.0972222	0.916667	0	0	0
B1	202531162	202646652	101	202588907.5	28	28	0.0382653	0.964286	0	0	0
B1	202601263	202718204	101	202659734	32	32	0.0332031	0.96875	0	0	0
B1	202646652	202767402	101	202707027.5	36	36	0.029321	0.972222	0	0	0
B1	202718204	202797772	101	202757988.5	38	38	0.0277008	0.973684	0	0	0
B1	202767402	202818650	101	202793026.5	38	34	0.0415512	0.8125	3	1083.58	0.257941
B1	202797772	202872080	101	202834926.5	38	38	0.0277008	0.973684	0	0	0
B1	202818650	202913861	101	202866256	32	32	0.0332031	0.96875	0	0	0
B1	202872080	202926537	101	202899309	18	17	0.0740741	0.8	0	0	0
B1	202913861	202974296	101	202944079	20	20	0.055	0.95	0	0	0
B1	202926537	203023449	101	202974993.5	38	38	0.0277008	0.973684	0	0	0
B1	202974296	203077625	101	203025961	32	32	0.0332031	0.96875	0	0	0
B1	203023449	203133072	101	203078261	32	32	0.0332031	0.96875	0	0	0
B1	203077625	203174972	101	203126299	38	38	0.0277008	0.973684	0	0	0
B1	203133072	203227414	101	203180243.5	36	36	0.029321	0.972222	0	0	0
B1	203174972	203259771	101	203217372	26	25	0.0473373	0.857143	0	0	0
B1	203227414	203321449	101	203274432	20	20	0.055	0.95	0	0	0
B1	203259771	203369891	101	203314831.5	24	24	0.0451389	0.958333	0	0	0
B1	203321449	203402691	101	203362070.5	38	38	0.0277008	0.973684	0	0	0
B1	203369891	203453319	101	203411605.5	22	20	0.0702479	0.678571	0	0	0
B1	203402691	203513219	101	203457955.5	20	19	0.065	0.818182	0	0	0
B1	203453319	203568192	101	203510756	30	29	0.04	0.875	0	0	0
B1	203513219	203610954	101	203562087	34	34	0.0311419	0.970588	0	0	0
B1	203568192	203659975	101	203614084	32	32	0.0332031	0.96875	0	0	0
B1	203610954	203707572	101	203659263.5	20	19	0.065	0.818182	0	0	0
B1	203659975	203748032	101	203704004	16	16	0.0703125	0.9375	0	0	0
B1	203707572	203814123	101	203760848	26	26	0.0414201	0.961538	0	0	0
B1	203748032	203854830	101	203801431.5	36	36	0.029321	0.972222	0	0	0
B1	203814123	203871757	101	203842940.5	28	27	0.0433673	0.866667	0	0	0
B1	203854830	203917340	101	203886085.5	18	16	0.0925926	0.818182	0	0	0
B1	203871757	203950563	101	203911160.5	12	12	0.0972222	0.916667	0	0	0
B1	203917340	204009007	101	203963174	6	6	0.222222	0.833333	6	1432.47	1.57558
B1	203950563	204075494	101	204013029	8	8	0.15625	0.875	7	6649.92	0.876074
B1	204009007	204161581	101	204085294.5	24	24	0.0451389	0.958333	0	0	0
B1	204075494	204242652	101	204159073.5	24	24	0.0451389	0.958333	0	0	0
B1	204161581	204311713	101	204236647.5	8	8	0.15625	0.875	7	1893.69	0.875834
B1	204242652	204359459	101	204301056	10	10	0.12	0.9	0	0	0
B1	204311713	204424591	101	204368152.5	16	16	0.0703125	0.9375	0	0	0
B1	204359459	204515538	101	204437499	16	16	0.0703125	0.9375	0	0	0
B1	204424591	204581945	101	204503268.5	38	38	0.0277008	0.973684	0	0	0
B1	204515538	204647034	101	204581286.5	24	22	0.0625	0.7	0	0	0
B1	204581945	204673211	101	204627578.5	22	22	0.0495868	0.954545	0	0	0
B1	204647034	204714753	101	204680894	34	33	0.0346021	0.888889	0	0	0
B1	204673211	204754574	101	204713893	36	29	0.0555556	0.833333	5	1083.58	0.485186
B1	204714753	204792402	101	204753578	30	29	0.04	0.875	0	0	0
B1	204754574	204872804	101	204813689.5	30	30	0.0355556	0.966667	0	0	0
B1	204792402	204912261	101	204852332	24	23	0.0520833	0.846154	0	0	0
B1	204872804	205008541	101	204940673	16	16	0.0703125	0.9375	0	0	0
B1	204912261	205113485	101	205012873.5	12	12	0.0972222	0.916667	0	0	0
B1	205008541	205225484	101	205117013	8	8	0.15625	0.875	7	1893.69	0.875834
B1	205113485	205266749	101	205190117.5	14	14	0.0816327	0.928571	0	0	0
B1	205225484	205323781	101	205274633	32	32	0.0332031	0.96875	0	0	0
B1	205266749	205482021	101	205374385.5	24	24	0.0451389	0.958333	0	0	0
B1	205323781	205527299	101	205425540.5	22	22	0.0495868	0.954545	0	0	0
B1	205482021	205611330	101	205546676	10	10	0.12	0.9	0	0	0
B1	205527299	205759358	101	205643329	8	8	0.15625	0.875	7	2503.42	0.875834
B1	205611330	205865785	101	205738558	20	20	0.055	0.95	0	0	0
B1	205759358	205952356	101	205855857.5	32	31	0.0371094	0.882353	0	0	0
B1	205865785	205997314	101	205931550	18	18	0.0617284	0.944444	0	0	0
B1	205952356	206091911	101	206022134	18	18	0.0617284	0.944444	0	0	0
B1	205997314	206172786	101	206085050.5	20	19	0.065	0.818182	0	0	0
B1	206091911	206287778	101	206189845	6	6	0.222222	0.833333	6	2177.32	1.57558
B1	206172786	206364263	101	206268525	10	10	0.12	0.9	0	0	0
B1	206287778	206462295	101	206375037	12	12	0.0972222	0.916667	0	0	0
B1	206364263	206583865	101	206474064.5	4	4	0.375	0.75	4	1647.02	2.49187
B1	206462295	206623310	101	206542803	14	14	0.0816327	0.928571	0	0	0
B1	206583865	206720307	101	206652086.5	18	18	0.0617284	0.944444	0	0	0
B1	206623310	206789202	101	206706256.5	8	8	0.15625	0.875	7	1432.47	0.875834
B1	206720307	206889830	101	206805069	6	6	0.222222	0.833333	6	2878.36	1.57558
B1	206789202	207017592	101	206903397.5	12	12	0.0972222	0.916667	0	0	0
B1	206889830	207099274	101	206994552.5	6	6	0.222222	0.833333	6	2503.42	1.57558
B1	207017592	207250204	101	207133898.5	12	12	0.0972222	0.916667	0	0	0
B1	207099274	207417028	101	207258151.5	14	14	0.0816327	0.928571	0	0	0
B1	207250204	207600323	101	207425264	8	8	0.15625	0.875	7	3805.12	0.875834
B1	207417028	207713598	101	207565313.5	14	14	0.0816327	0.928571	0	0	0
B1	207600323	207885343	101	207742833.5	28	27	0.0433673	0.866667	0	0	0
B1	207713598	208016276	101	207864937.5	28	28	0.0382653	0.964286	0	0	0
B1	207885343	208064954	101	207975149	30	29	0.04	0.875	0	0	0
B1	208016276	208162553	101	208089415	18	17	0.0740741	0.8	0	0	0
B2	192270	278166	101	235218.5	14	14	0.0816327	0.928571	0	0	0
B2	231024	355645	101	293335	18	18	0.0617284	0.944444	0	0	0
B2	278166	420014	101	349090.5	30	29	0.04	0.875	0	0	0
B2	355645	473297	101	414471.5	30	27	0.0488889	0.888889	0	0	0
B2	420014	503045	101	461530	26	25	0.0473373	0.857143	0	0	0
B2	473297	600853	101	537075.5	8	8	0.15625	0.875	7	6649.92	0.875912
B2	503045	677599	101	590322.5	2	2	1	0.5	2	1432.47	3.06236
B2	600853	723143	101	661998.5	16	16	0.0703125	0.9375	0	0	0
B2	677599	776983	101	727291.5	18	17	0.0740741	0.8	4	1.76799e+08	2.25454
B2	723143	803625	101	763384.5	30	23	0.0844444	0.553571	4	35494.3	2.81836
B2	776983	812378	101	794681	34	23	0.128028	0.36	3	942.433	6.16548
B2	803625	855164	101	829395	30	28	0.0466667	0.882353	4	94284.6	0.751349
B2	812378	965659	101	889019	16	16	0.0703125	0.9375	4	1.76799e+08	0.840431
B2	855164	1146725	101	1000945	16	16	0.0703125	0.9375	0	0	0
B2	965659	1318341	101	1142000.5	22	22	0.0495868	0.954545	0	0	0
B2	1146725	1400138	101	1273432	8	8	0.15625	0.875	7	3805.12	0.875834
B2	1318341	1573142	101	1445742	10	10	0.12	0.9	0	0	0
B2	1400138	1726376	101	1563257.5	16	16	0.0703125	0.9375	0	0	0
B2	1573142	1807585	101	1690364	22	22	0.0495868	0.954545	0	0	0
B2	1726376	1826070	101	1776223.5	24	24	0.0451389	0.958333	0	0	0
B2	1807585	1909803	101	1858694.5	32	30	0.0429688	0.888889	0	0	0
B2	1826070	1978111	101	1902091	22	22	0.0495868	0.954545	0	0	0
B2	1909803	2044887	101	1977345.5	18	18	0.0617284	0.944444	0	0	0
B2	1978111	2092981	101	2035546.5	26	25	0.0473373	0.857143	0	0	0
B2	2044887	2162188	101	2103538	10	9	0.16	0.666667	9	3309.46	1.11207
B2	2092981	2226584	101	2159783	8	8	0.15625	0.875	7	1432.47	0.875834
B2	2162188	2259143	101	2210666	18	18	0.0617284	0.944444	0	0	0
B2	2226584	2328754	101	2277669.5	24	24	0.0451389	0.958333	0	0	0
B2	2259143	2404326	101	2331735	34	34	0.0311419	0.970588	0	0	0
B2	2328754	2451147	101	2389951	6	6	0.222222	0.833333	6	1432.47	1.57558
B2	2451147	3040374	101	2745761	2	2	1	0.5	2	7645.89	3.06236
B2	2990017	3084714	101	3037366	18	18	0.0617284	0.944444	0	0	0
B2	3040374	3142156	101	3091265.5	18	18	0.0617284	0.944444	0	0	0
B2	3084714	3183341	101	3134028	16	16	0.0703125	0.9375	0	0	0
B2	3142156	3219297	101	3180727	14	14	0.0816327	0.928571	0	0	0
B2	3183341	3281617	101	3232479.5	34	34	0.0311419	0.970588	0	0	0
B2	3219297	3390350	101	3304824	32	32	0.0332031	0.96875	0	0	0
B2	3281617	3452770	101	3367194	16	16	0.0703125	0.9375	0	0	0
B2	3390350	3511737	101	3451044	18	18	0.0617284	0.944444	0	0	0
B2	3452770	3575265	101	3514018	34	34	0.0311419	0.970588	0	0	0
B2	3511737	3681265	101	3596501.5	14	14	0.0816327	0.928571	0	0	0
B2	3575265	3777133	101	3676199.5	12	12	0.0972222	0.916667	0	0	0
B2	3681265	3846276	101	3763771	4	4	0.375	0.75	4	2503.42	2.49187
B2	3846276	3948580	101	3897428.5	24	24	0.0451389	0.958333	0	0	0
B2	3948580	4005430	101	3977005.5	2	2	1	0.5	2	819.669	3.06236
B2	3984755	4024928	101	4004842	12	12	0.0972222	0.916667	0	0	0
B2	4005430	4065716	101	4035573.5	6	6	0.222222	0.833333	6	819.669	1.57558
B2	4024928	4125460	101	4075194.5	14	14	0.0816327	0.928571	0	0	0
B2	4065716	4166349	101	4116033	26	26	0.0414201	0.961538	0	0	0
B2	4125460	4228797	101	4177129	8	8	0.15625	0.875	7	1647.02	0.875834
B2	4228797	4399599	101	4314198.5	12	12	0.0972222	0.916667	0	0	0
B2	4322893	4445301	101	4384097.5	28	28	0.0382653	0.964286	0	0	0
B2	4399599	4482177	101	4440888.5	28	27	0.0433673	0.866667	0	0	0
B2	4445301	4564820	101	4505061	32	32	0.0332031	0.96875	0	0	0
B2	4482177	4603375	101	4542776.5	32	30	0.0429688	0.888889	0	0	0
B2	4564820	4662496	101	4613658.5	26	25	0.0473373	0.857143	0	0	0
B2	4603375	4716982	101	4660179	24	24	0.0451389	0.958333	0	0	0
B2	4662496	4758771	101	4710634	24	24	0.0451389	0.958333	0	0	0
B2	4716982	4846012	101	4781497.5	12	12	0.0972222	0.916667	0	0	0
B2	4758771	4955771	101	4857271.5	4	4	0.375	0.75	4	2177.32	2.49187
B2	4846012	5016197	101	4931105	6	6	0.222222	0.833333	6	4375.03	1.57558
B2	4955771	5079222	101	5017497	24	24	0.0451389	0.958333	0	0	0
B2	5016197	5154377	101	5085287.5	18	18	0.0617284	0.944444	0	0	0
B2	5079222	5205208	101	5142215.5	14	14	0.0816327	0.928571	0	0	0
B2	5154377	5228954	101	5191666	26	26	0.0414201	0.961538	0	0	0
B2	5205208	5247020	101	5226114.5	30	23	0.0733333	0.8125	5	942.433	0.404322
B2	5228954	5363713	101	5296334	14	14	0.0816327	0.928571	0	0	0
B2	5247020	5471288	101	5359154.5	12	12	0.0972222	0.916667	0	0	0
B2	5363713	5530061	101	5446887.5	26	26	0.0414201	0.961538	0	0	0
B2	5471288	5558157	101	5514723	32	31	0.0371094	0.882353	0	0	0
B2	5530061	5591273	101	5560667.5	20	19	0.065	0.818182	0	0	0
B2	5558157	5684387	101	5621272.5	20	20	0.055	0.95	0	0	0
B2	5591273	5736648	101	5663961	2	2	1	0.5	2	1083.58	3.06236
B2	5736648	5822664	101	5779656.5	12	12	0.0972222	0.916667	0	0	0
B2	5793410	5905354	101	5849382.5	10	10	0.12	0.9	0	0	0
B2	5822664	5984806	101	5903735.5	10	10	0.12	0.9	0	0	0
B2	5905354	6090434	101	5997894.5	8	8	0.15625	0.875	7	2503.42	0.875834
B2	5984806	6195972	101	6090389.5	2	2	1	0.5	2	2177.32	3.06236
B2	6090434	6240592	101	6165513.5	20	19	0.065	0.818182	8	1.76799e+08	0.177276
B2	6195972	6328971	101	6262472	2	2	1	0.5	2	4375.03	3.06236
B2	6240592	6456606	101	6348599.5	2	2	1	0.5	2	2503.42	3.06236
B2	6328971	6541941	101	6435456.5	8	8	0.15625	0.875	7	2503.42	0.875834
B2	6456606	6606048	101	6531327.5	22	22	0.0495868	0.954545	8	1.76799e+08	0.0160845
B2	6541941	6692990	101	6617466	6	6	0.222222	0.833333	6	5783.68	1.57559
B2	6606048	6764614	101	6685331.5	6	6	0.222222	0.833333	6	1432.47	1.57558
B2	6692990	6791874	101	6742432.5	16	15	0.0859375	0.777778	0	0	0
B2	6764614	6831956	101	6798285.5	18	13	0.154321	0.529412	3	712.897	0.985946
B2	6791874	6856205	101	6824040	38	36	0.034626	0.904762	0	0	0
B2	6831956	6875123	101	6853540	16	15	0.0859375	0.777778	0	0	0
B2	6856205	6890767	101	6873486.5	8	8	0.15625	0.875	7	469.02	0.875834
B2	6875123	6904953	101	6890038.5	12	12	0.0972222	0.916667	0	0	0
B2	6890767	6925276	101	6908022	22	17	0.132231	0.431818	2	469.02	2.79809
B2	6904953	6939960	101	6922457	36	31	0.0462963	0.8125	4	7645.89	0.321442
B2	6925276	6980715	101	6952996	28	28	0.0382653	0.964286	0	0	0
B2	6939960	7055349	101	6997655	24	24	0.0451389	0.958333	0	0	0
B2	6980715	7084926	101	7032821	34	33	0.0346021	0.888889	0	0	0
B2	7055349	7116127	101	7085738.5	24	18	0.118056	0.636364	3	15363.4	1.98712
B2	7084926	7134856	101	7109891.5	24	18	0.118056	0.636364	3	17664.4	2.04852
B2	7116127	7199565	101	7157846.5	34	31	0.0415225	0.9	0	0	0
B2	7134856	7316202	101	7225529.5	20	20	0.055	0.95	0	0	0
B2	7199565	7403168	101	7301367	10	10	0.12	0.9	0	0	0
B2	7316202	7469839	101	7393021	10	10	0.12	0.9	0	0	0
B2	7403168	7530063	101	7466616	4	4	0.375	0.75	4	1893.69	2.49187
B2	7469839	7607601	101	7538720.5	8	8	0.15625	0.875	7	1432.47	0.875834
B2	7530063	7653069	101	7591566.5	18	18	0.0617284	0.944444	0	0	0
B2	7607601	7667516	101	7637559	12	12	0.0972222	0.916667	0	0	0
B2	7653069	7691095	101	7672082.5	18	17	0.0740741	0.8	0	0	0
B2	7667516	7720783	101	7694150	34	27	0.0692042	0.714286	4	620.033	1.59858
B2	7691095	7764710	101	7727903	14	14	0.0816327	0.928571	0	0	0
B2	7720783	7804319	101	7762551.5	8	8	0.15625	0.875	7	942.433	0.875834
B2	7764710	7841592	101	7803151.5	2	2	1	0.5	2	1083.58	3.06236
B2	7804319	7892631	101	7848475.5	14	14	0.0816327	0.928571	0	0	0
B2	7841592	7943744	101	7892668.5	10	10	0.12	0.9	0	0	0
B2	7892631	8002347	101	7947489.5	10	10	0.12	0.9	0	0	0
B2	8094181	8248122	101	8171152	26	26	0.0414201	0.961538	0	0	0
B2	8209809	8277204	101	8243507	12	12	0.0972222	0.916667	0	0	0
B2	8248122	8306837	101	8277480	8	8	0.15625	0.875	7	942.433	0.875834
B2	8277204	8364980	101	8321092.5	20	20	0.055	0.95	0	0	0
B2	8306837	8378924	101	8342881	32	31	0.0371094	0.882353	0	0	0
B2	8364980	8412772	101	8388876.5	28	25	0.0535714	0.882353	0	0	0
B2	8378924	8475102	101	8427013.5	20	20	0.055	0.95	0	0	0
B2	8412772	8547014	101	8479893.5	10	10	0.12	0.9	0	0	0
B2	8475102	8583939	101	8529521	6	6	0.222222	0.833333	6	1432.47	1.57558
B2	8547014	8662702	101	8604858.5	6	6	0.222222	0.833333	6	942.433	1.57558
B2	8583939	8694422	101	8639181	36	32	0.0447531	0.804348	6	1.76799e+08	1.19164
B2	8662702	8718658	101	8690680.5	4	3	0.625	0.333333	3	4375.03	4.53061
B2	8694422	8764761	101	8729592	2	2	1	0.5	2	942.433	3.06236
B2	8718658	8810063	101	8764361	14	13	0.102041	0.75	4	1.76799e+08	2.22518
B2	8764761	8836830	101	8800796	18	15	0.0987654	0.833333	4	437695	0.188112
B2	8810063	8872407	101	8841235.5	4	4	0.375	0.75	4	1083.58	2.49187
B2	8836830	8954566	101	8895698.5	4	4	0.375	0.75	4	3309.46	2.49187
B2	8872407	9043570	101	8957989	16	16	0.0703125	0.9375	0	0	0
B2	8954566	9097936	101	9026251.5	28	28	0.0382653	0.964286	0	0	0
B2	9043570	9175149	101	9109360	18	18	0.0617284	0.944444	0	0	0
B2	9097936	9237134	101	9167535.5	4	4	0.375	0.75	4	1432.47	2.49187
B2	9175149	9257719	101	9216434.5	12	12	0.0972222	0.916667	0	0	0
B2	9237134	9305860	101	9271497.5	16	16	0.0703125	0.9375	0	0	0
B2	9257719	9337212	101	9297466	16	16	0.0703125	0.9375	0	0	0
B2	9305860	9402993	101	9354427	10	10	0.12	0.9	0	0	0
B2	9337212	9446421	101	9391817	6	6	0.222222	0.833333	6	942.433	1.57558
B2	9402993	9466540	101	9434767	10	7	0.3	0.5	6	1245.87	3.29269
B2	9446421	9514628	101	9480525	18	18	0.0617284	0.944444	0	0	0
B2	9466540	9550391	101	9508466	20	20	0.055	0.95	0	0	0
B2	9514628	9601384	101	9558006.5	38	34	0.0373961	0.913043	0	0	0
B2	9550391	9685506	101	9617949	32	32	0.0332031	0.96875	0	0	0
B2	9601384	9816257	101	9708821	28	28	0.0382653	0.964286	0	0	0
B2	9685506	9837798	101	9761652.5	32	32	0.0332031	0.96875	0	0	0
B2	9816257	9918738	101	9867498	32	31	0.0371094	0.882353	0	0	0
B2	9837798	9977263	101	9907531	18	18	0.0617284	0.944444	0	0	0
B2	9918738	10054086	101	9986412.5	10	10	0.12	0.9	0	0	0
B2	9977263	10074287	101	10025775.5	14	14	0.0816327	0.928571	0	0	0
B2	10054086	10089114	101	10071600.5	14	11	0.142857	0.8	0	0	0
B2	10074287	10181479	101	10127883.5	10	10	0.12	0.9	0	0	0
B2	10089114	10265005	101	10177060	18	18	0.0617284	0.944444	0	0	0
B2	10181479	10317209	101	10249344.5	12	12	0.0972222	0.916667	0	0	0
B2	10265005	10390598	101	10327802	8	8	0.15625	0.875	7	1647.02	0.875834
B2	10317209	10462918	101	10390064	16	16	0.0703125	0.9375	0	0	0
B2	10390598	10529415	101	10460007	22	22	0.0495868	0.954545	0	0	0
B2	10462918	10607671	101	10535295	8	8	0.15625	0.875	7	1893.69	0.875834
B2	10529415	10671617	101	10600516.5	10	10	0.12	0.9	0	0	0
B2	10607671	10758702	101	10683187	12	12	0.0972222	0.916667	9	1.76799e+08	0.00163542
B2	10671617	10844008	101	10757813	8	8	0.15625	0.875	7	1893.69	0.875834
B2	10758702	10989781	101	10874242	10	9	0.16	0.666667	9	1893.69	1.11207
B2	10844008	11053243	101	10948626	14	14	0.0816327	0.928571	9	1.76799e+08	0.112861
B2	10989781	11129552	101	11059667	2	2	1	0.5	2	1893.69	3.06236
B2	11053243	11198805	101	11126024.5	8	8	0.15625	0.875	7	10107.7	0.876397
B2	11129552	11319469	101	11224511	14	14	0.0816327	0.928571	0	0	0
B2	11198805	11432375	101	11315590.5	6	6	0.222222	0.833333	6	2177.32	1.57558
B2	11319469	11480437	101	11399953.5	10	10	0.12	0.9	0	0	0
B2	11432375	11552696	101	11492536	32	31	0.0371094	0.882353	0	0	0
B2	11480437	11647773	101	11564105.5	8	8	0.15625	0.875	7	1893.69	0.875834
B2	11552696	11736871	101	11644784	2	2	1	0.5	2	2177.32	3.06236
B2	11736871	11873989	101	11805430.5	2	2	1	0.5	2	1647.02	3.06236
B2	11788250	11939681	101	11863966	16	15	0.0859375	0.777778	0	0	0
B2	11873989	12050978	101	11962484	10	10	0.12	0.9	6	1.76799e+08	0.0180064
B2	11939681	12156166	101	12047924	6	6	0.222222	0.833333	6	2503.42	1.57558
B2	12050978	12250604	101	12150791.5	6	6	0.222222	0.833333	6	23351.9	1.5874
B2	12156166	12305088	101	12230627.5	8	8	0.15625	0.875	7	2177.32	0.875834
B2	12250604	12372514	101	12311559.5	12	12	0.0972222	0.916667	7	1.76799e+08	0.519447
B2	12305088	12483445	101	12394267	4	4	0.375	0.75	4	7645.89	2.492
B2	12372514	12547279	101	12459897	4	4	0.375	0.75	4	10107.7	2.49355
B2	12483445	12628682	101	12556064	20	20	0.055	0.95	0	0	0
B2	12547279	12710377	101	12628828.5	22	22	0.0495868	0.954545	0	0	0
B2	12628682	12758867	101	12693775	36	36	0.029321	0.972222	0	0	0
B2	12710377	12825600	101	12767989	22	22	0.0495868	0.954545	0	0	0
B2	12758867	12883903	101	12821385.5	10	10	0.12	0.9	0	0	0
B2	12825600	12917083	101	12871342	12	12	0.0972222	0.916667	0	0	0
B2	12883903	12967442	101	12925673	28	28	0.0382653	0.964286	0	0	0
B2	12917083	13035848	101	12976466	22	22	0.0495868	0.954545	0	0	0
B2	12967442	13113244	101	13040343.5	22	22	0.0495868	0.954545	0	0	0
B2	13035848	13171532	101	13103690.5	8	8	0.15625	0.875	7	1647.02	0.875834
B2	13113244	13231553	101	13172399	4	4	0.375	0.75	4	15363.4	2.52384
B2	13171532	13277584	101	13224558.5	4	4	0.375	0.75	4	3309.46	2.49187
B2	13231553	13338161	101	13284857.5	16	16	0.0703125	0.9375	0	0	0
B2	13277584	13396997	101	13337291	30	30	0.0355556	0.966667	0	0	0
B2	13338161	13493843	101	13416002.5	16	16	0.0703125	0.9375	0	0	0
B2	13396997	13529057	101	13463027.5	10	10	0.12	0.9	0	0	0
B2	13493843	13578385	101	13536114.5	12	12	0.0972222	0.916667	0	0	0
B2	13529057	13664354	101	13596706	14	14	0.0816327	0.928571	0	0	0
