chr	start	end	nSNPs	pos	lp_nhaps	lp_uhaps	lp_h12	lp_h2h1	lp_m	lp_A	lp_L
A2	29445503	29625930	101	29535717	4	4	0.375	0.75	4	1876.55	1.46939
A2	29553878	29748463	101	29651171	2	2	1	0.5	4	1.00249e+08	4.68256
A2	29625930	29845467	101	29735699	2	2	1	0.5	4	1.00249e+08	4.68223
A2	29748463	30034698	101	29891581	2	2	1	0.5	2	2480.75	2.07539
A2	29845467	30132724	101	29989096	6	6	0.222222	0.833333	8	1.00249e+08	0.898561
A2	30034698	30219066	101	30126882.5	8	8	0.15625	0.875	8	1876.55	0.265837
A2	30132724	30247053	101	30189889	16	16	0.0703125	0.9375	0	0	0
A2	30219066	30327303	101	30273185	20	17	0.085	0.846154	0	0	0
A2	30247053	30477361	101	30362207.5	6	6	0.222222	0.833333	6	2480.75	0.748902
A2	30477361	30599750	101	30538556	4	3	0.625	0.333333	3	2480.75	2.91321
A2	30573842	30686202	101	30630022.5	16	13	0.140625	0.625	0	0	0
A2	30599750	30811113	101	30705432	16	14	0.109375	0.590909	0	0	0
A2	30686202	30979039	101	30832621	16	15	0.0859375	0.777778	0	0	0
A2	30811113	31053841	101	30932477.5	10	9	0.16	0.666667	9	2852.3	0.340022
A2	30979039	31154900	101	31066970	12	12	0.0972222	0.916667	0	0	0
A2	31053841	31243283	101	31148562.5	10	10	0.12	0.9	0	0	0
A2	31154900	31273924	101	31214412.5	8	8	0.15625	0.875	8	1876.55	0.265837
A2	31243283	31359677	101	31301480.5	10	9	0.16	0.666667	9	20126.1	0.34368
A2	31273924	31492086	101	31383005.5	4	4	0.375	0.75	4	2157.6	1.46939
A2	31359677	31640569	101	31500123.5	2	2	1	0.5	4	1.00249e+08	4.00814
A2	31492086	31740565	101	31616326	4	4	0.375	0.75	7	1.00249e+08	1.52276
A2	31640569	31867553	101	31754061.5	8	7	0.21875	0.6	7	2157.6	0.720484
A2	31740565	31931416	101	31835991	14	12	0.132653	0.777778	0	0	0
A2	31867553	32009445	101	31938499.5	2	2	1	0.5	2	2480.75	2.07539
A2	32009445	32158592	101	32084019	8	7	0.21875	0.6	7	1.00249e+08	1.54254
A2	32098471	32252085	101	32175278.5	10	8	0.22	0.714286	8	26606.3	0.469238
A2	32158592	32335544	101	32247068.5	4	4	0.375	0.75	4	1876.55	1.46939
A2	32252085	32438178	101	32345132	14	11	0.173469	0.590909	0	0	0
A2	32335544	32537925	101	32436735	22	17	0.11157	0.578947	0	0	0
A2	32438178	32696374	101	32567276.5	18	16	0.0925926	0.818182	0	0	0
A2	32537925	32859840	101	32698883	12	11	0.125	0.714286	0	0	0
A2	32696374	32966964	101	32831669.5	8	8	0.15625	0.875	8	4335.41	0.265837
A2	32859840	33038339	101	32949090	4	4	0.375	0.75	4	3279.49	1.46939
A2	32966964	33180823	101	33073894	2	2	1	0.5	2	1632.1	2.07539
A2	33038339	33243286	101	33140813	6	6	0.222222	0.833333	6	3770.67	0.748902
A2	33180823	33260312	101	33220568	16	12	0.148438	0.653846	0	0	0
A2	33243286	33377726	101	33310506.5	10	8	0.22	0.4375	8	6589.7	0.514807
A2	33260312	33489706	101	33375009.5	2	2	1	0.5	2	1632.1	2.07539
A2	33377726	33582313	101	33480020	2	2	1	0.5	5	1.00249e+08	3.21742
A2	33489706	33760774	101	33625240.5	6	5	0.333333	0.5	5	2157.6	1.64183
A2	33582313	33817789	101	33700051.5	10	9	0.16	0.666667	9	1.00249e+08	1.16779
A2	33760774	33858611	101	33809693	6	5	0.333333	0.5	5	20126.1	1.66162
A2	33817789	33942180	101	33879985	4	3	0.625	0.333333	3	1632.1	2.91321
A2	33858611	34006771	101	33932691.5	4	4	0.375	0.75	4	2157.6	1.46939
A2	33942180	34038823	101	33990502	10	10	0.12	0.9	0	0	0
A2	34006771	34117302	101	34062037	6	4	0.5	0.25	4	1876.55	2.87593
A2	34117302	34464588	101	34290945.5	2	2	1	0.5	4	1.00249e+08	5.40915
A2	34283130	34625694	101	34454412.5	4	4	0.375	0.75	4	4335.41	1.46939
A2	34464588	34745784	101	34605186.5	10	9	0.16	0.666667	9	3770.67	0.340022
A2	34625694	34861756	101	34743725.5	22	21	0.0578512	0.833333	0	0	0
A2	34745784	34942611	101	34844198	22	21	0.0578512	0.833333	0	0	0
A2	34861756	35052756	101	34957256.5	20	18	0.08	0.833333	0	0	0
A2	34942611	35148881	101	35045746.5	16	15	0.0859375	0.777778	0	0	0
A2	35052756	35271950	101	35162353.5	2	2	1	0.5	2	3279.49	2.07539
A2	35148881	35391202	101	35270042	2	2	1	0.5	2	17504.4	2.07619
A2	35271950	35542020	101	35406985.5	6	6	0.222222	0.833333	6	1.00249e+08	2.27215
A2	35391202	35633050	101	35512126.5	4	3	0.625	0.333333	3	2852.3	2.91321
A2	35542020	35750266	101	35646143.5	4	4	0.375	0.75	7	1.00249e+08	1.47798
A2	35633050	35876124	101	35754587.5	12	8	0.291667	0.625	8	2480.75	0.636633
A2	35750266	35941076	101	35845671.5	18	12	0.228395	0.431818	0	0	0
A2	35876124	35984500	101	35930312.5	22	10	0.285124	0.538462	0	0	0
A2	35941076	36060699	101	36000888	18	12	0.160494	0.735294	0	0	0
A2	35984500	36308003	101	36146252	12	12	0.0972222	0.916667	0	0	0
A2	36060699	36456394	101	36258547	2	2	1	0.5	2	2852.3	2.07539
A2	36308003	36545032	101	36426518	2	2	1	0.5	2	1.00249e+08	6.21978
A2	36456394	36678827	101	36567611	2	2	1	0.5	2	2480.75	2.07539
A2	36545032	36762650	101	36653841.5	8	6	0.3125	0.666667	6	23140.5	1.27637
A2	36678827	36964116	101	36821472	12	11	0.125	0.714286	0	0	0
A2	36762650	37133670	101	36948160.5	10	9	0.16	0.666667	9	3279.49	0.340022
A2	36964116	37223562	101	37093839.5	8	8	0.15625	0.875	8	4335.41	0.265837
A2	37133670	37380804	101	37257237.5	14	13	0.102041	0.75	0	0	0
A2	37223562	37546011	101	37384787	16	14	0.109375	0.8	0	0	0
A2	37380804	37630524	101	37505664.5	20	18	0.08	0.833333	0	0	0
A2	37546011	37719001	101	37632506.5	18	16	0.0925926	0.818182	0	0	0
A2	37630524	37836832	101	37733678.5	8	7	0.21875	0.6	7	2852.3	0.720484
A2	37719001	37946112	101	37832557	2	2	1	0.5	2	2852.3	2.07539
A2	37836832	38068910	101	37952871.5	8	8	0.15625	0.875	8	2480.75	0.265837
A2	37946112	38138093	101	38042103	16	15	0.0859375	0.777778	0	0	0
A2	38304574	38478343	101	38391459	2	2	1	0.5	2	53461.7	2.40458
A2	38390329	38549982	101	38470156	2	2	1	0.5	2	40440.8	2.16246
A2	38478343	38695528	101	38586936	4	4	0.375	0.75	4	1234.59	1.46939
A2	38549982	38720691	101	38635337	16	16	0.0703125	0.9375	0	0	0
A2	38695528	38806457	101	38750993	8	7	0.21875	0.6	7	3770.67	0.720484
A2	38720691	38986284	101	38853488	6	6	0.222222	0.833333	9	1.00249e+08	1.13759
A2	38806457	39096701	101	38951579.5	8	8	0.15625	0.875	9	1.00249e+08	1.13759
A2	38986284	39164090	101	39075187.5	10	9	0.16	0.666667	9	1.00249e+08	1.17903
A2	39096701	39223246	101	39159974	10	8	0.22	0.714286	9	1.00249e+08	1.17906
A2	39343399	39519093	101	39431246.5	4	4	0.375	0.75	4	70675.2	1.73723
A2	39442760	39613310	101	39528035.5	4	4	0.375	0.75	7	1.00249e+08	2.13708
A2	39519093	39696037	101	39607565.5	6	5	0.333333	0.5	6	1.00249e+08	3.24636
A2	39613310	39807661	101	39710486	6	6	0.222222	0.833333	6	1.00249e+08	2.53926
A2	39696037	40015254	101	39855646	4	4	0.375	0.75	6	1.00249e+08	1.97689
A2	40015254	40255843	101	40135549	2	2	1	0.5	4	1.00249e+08	3.6095
A2	40178719	40344559	101	40261639.5	2	2	1	0.5	2	2480.75	2.07539
A2	40255843	40439378	101	40347611	4	4	0.375	0.75	4	13241.1	1.47011
A2	40344559	40613549	101	40479054.5	14	12	0.132653	0.777778	0	0	0
A2	40439378	40767412	101	40603395.5	16	14	0.109375	0.590909	0	0	0
A2	40613549	40831704	101	40722627	16	15	0.0859375	0.777778	0	0	0
A2	40767412	40921892	101	40844652.5	18	16	0.0925926	0.818182	0	0	0
A2	40831704	41129465	101	40980585	6	6	0.222222	0.833333	6	3770.67	0.748902
A2	40921892	41386642	101	41154267.5	4	4	0.375	0.75	4	4335.41	1.46939
A2	41129465	41505608	101	41317537	8	8	0.15625	0.875	8	1.00249e+08	0.779558
A2	41386642	41710646	101	41548644.5	8	8	0.15625	0.875	8	1.00249e+08	0.920054
A2	41505608	41837177	101	41671393	8	7	0.21875	0.6	8	1.00249e+08	0.903467
A2	41710646	41967712	101	41839179.5	4	4	0.375	0.75	7	1.00249e+08	1.89992
A2	41837177	42157135	101	41997156.5	8	7	0.21875	0.6	7	2852.3	0.720484
A2	41967712	42226240	101	42096976.5	18	13	0.185185	0.555556	0	0	0
A2	42157135	42443983	101	42300559.5	14	12	0.132653	0.777778	0	0	0
A2	42226240	42607558	101	42416899.5	8	8	0.15625	0.875	8	3279.49	0.265837
A2	42443983	42810775	101	42627379.5	2	2	1	0.5	2	5731.31	2.07539
A2	42810775	42974400	101	42892588	4	3	0.625	0.333333	3	2480.75	2.91321
A2	42904675	43079730	101	42992203	18	11	0.234568	0.636364	0	0	0
A2	42974400	43153178	101	43063789.5	20	15	0.13	0.735294	0	0	0
A2	43079730	43248482	101	43164106.5	18	15	0.117284	0.653846	0	0	0
A2	43153178	43379216	101	43266197.5	18	16	0.0925926	0.818182	0	0	0
A2	43248482	43537780	101	43393131.5	20	19	0.065	0.818182	0	0	0
A2	43379216	43695334	101	43537275.5	14	11	0.173469	0.590909	0	0	0
A2	43537780	43792143	101	43664962	14	11	0.173469	0.590909	0	0	0
A2	43695334	43853988	101	43774661.5	20	17	0.1	0.678571	0	0	0
A2	43792143	44052879	101	43922511.5	6	6	0.222222	0.833333	6	13241.1	0.748953
A2	43853988	44199750	101	44026869.5	4	4	0.375	0.75	6	1.00249e+08	1.97769
A2	44052879	44369162	101	44211021	2	2	1	0.5	4	1.00249e+08	3.61088
A2	44199750	44478571	101	44339161	2	2	1	0.5	2	4984.73	2.07539
A2	44369162	44596208	101	44482685.5	20	15	0.13	0.555556	0	0	0
A2	44478571	44660764	101	44569668	20	14	0.16	0.431818	0	0	0
A2	44596208	44904496	101	44750352.5	14	13	0.102041	0.75	0	0	0
A2	45284795	45601754	101	45443275	8	8	0.15625	0.875	8	93430.9	0.272582
A2	45451978	45951144	101	45701561.5	2	2	1	0.5	2	5731.31	2.07539
A2	45601754	46233956	101	45917855.5	4	4	0.375	0.75	4	5731.31	1.46939
A2	45951144	46322155	101	46136650	12	10	0.166667	0.75	0	0	0
A2	46233956	46439592	101	46336774.5	22	20	0.0702479	0.846154	0	0	0
A2	46322155	46573125	101	46447640.5	6	6	0.222222	0.833333	6	3279.49	0.748902
A2	46439592	46662009	101	46550801	6	6	0.222222	0.833333	6	1.00249e+08	2.24498
A2	46573125	46783844	101	46678485	6	6	0.222222	0.833333	6	20126.1	0.749933
A2	46662009	46832617	101	46747313.5	8	7	0.21875	0.6	7	13241.1	0.721311
A2	46783844	46937783	101	46860814	18	14	0.148148	0.5	0	0	0
A2	46832617	47042875	101	46937746.5	8	7	0.21875	0.6	7	2157.6	0.720484
A2	46937783	47106335	101	47022059.5	8	7	0.21875	0.6	7	4335.41	0.720484
A2	47042875	47192629	101	47117752.5	12	10	0.166667	0.75	0	0	0
A2	47192629	47473716	101	47333173	2	2	1	0.5	2	3279.49	2.07539
A2	47297261	47609462	101	47453362	16	14	0.109375	0.590909	0	0	0
A2	47473716	47779801	101	47626759	22	17	0.0950413	0.735294	0	0	0
A2	47609462	48003362	101	47806412.5	22	16	0.115702	0.763158	0	0	0
A2	47779801	48202272	101	47991037	20	17	0.1	0.678571	0	0	0
A2	48003362	48295534	101	48149448.5	14	11	0.173469	0.590909	0	0	0
A2	48202272	48367594	101	48284933.5	8	7	0.21875	0.6	7	2852.3	0.720484
A2	48295534	48465341	101	48380438	14	12	0.132653	0.777778	0	0	0
A2	48367594	48553090	101	48460342.5	18	15	0.0987654	0.833333	0	0	0
A2	48465341	48612553	101	48538947.5	16	13	0.140625	0.625	0	0	0
A2	48553090	48677173	101	48615132	16	14	0.109375	0.8	0	0	0
A2	48612553	48791371	101	48701962.5	8	8	0.15625	0.875	8	5731.31	0.265839
A2	48677173	48853430	101	48765302	8	8	0.15625	0.875	8	13241.1	0.267031
A2	48791371	48979228	101	48885300	22	15	0.103306	0.763158	0	0	0
A2	48853430	49076291	101	48964861	18	16	0.0925926	0.818182	0	0	0
A2	48979228	49168441	101	49073835	14	12	0.132653	0.777778	0	0	0
A2	49076291	49273808	101	49175050	8	8	0.15625	0.875	8	2852.3	0.265837
A2	49168441	49381544	101	49274993	12	11	0.125	0.714286	0	0	0
A2	49273808	49511464	101	49392636.5	20	14	0.19	0.456522	0	0	0
A2	49381544	49617124	101	49499334.5	20	15	0.155	0.404762	0	0	0
A2	49511464	49721057	101	49616261	20	16	0.105	0.7	0	0	0
A2	49617124	49803058	101	49710091.5	20	16	0.105	0.7	0	0	0
A2	49721057	49896350	101	49808704	14	12	0.132653	0.777778	0	0	0
A2	49803058	49978159	101	49890609	14	12	0.132653	0.777778	0	0	0
A2	49896350	50069670	101	49983010.5	2	2	1	0.5	2	2480.75	2.07539
A2	50313180	50562379	101	50437780	6	6	0.222222	0.833333	6	1.00249e+08	1.79196
A2	50433574	50657815	101	50545695	2	2	1	0.5	2	2852.3	2.07539
A2	50562379	50778770	101	50670575	2	2	1	0.5	4	1.00249e+08	3.61206
A2	50657815	50895764	101	50776790	4	4	0.375	0.75	4	1.00249e+08	3.61116
A2	50895764	51154995	101	51025380	2	2	1	0.5	4	1.00249e+08	4.00627
A2	51026811	51249904	101	51138358	4	4	0.375	0.75	6	1.00249e+08	1.97792
A2	51154995	51366699	101	51260847.5	6	6	0.222222	0.833333	6	1.00249e+08	1.97677
A2	51524364	51685479	101	51604922	2	2	1	0.5	2	2852.3	2.07539
A2	51603006	51829736	101	51716371.5	6	6	0.222222	0.833333	6	1.00249e+08	1.79376
A2	51685479	51957566	101	51821523	2	2	1	0.5	2	2852.3	2.07539
A2	51829736	52088668	101	51959202.5	2	2	1	0.5	2	1.00249e+08	6.22064
A2	51957566	52219598	101	52088582.5	2	2	1	0.5	2	1.00249e+08	6.22031
A2	52088668	52396694	101	52242681.5	2	2	1	0.5	4	1.00249e+08	3.60509
A2	52599743	53008488	101	52804116	4	4	0.375	0.75	4	6589.7	1.46939
A2	52849024	53279802	101	53064413.5	14	14	0.0816327	0.928571	0	0	0
A2	53008488	53403573	101	53206031	4	4	0.375	0.75	4	3770.67	1.46939
A2	53279802	53495606	101	53387704.5	2	2	1	0.5	2	4335.41	2.07539
A2	53403573	53698294	101	53550934	6	6	0.222222	0.833333	6	1.00249e+08	1.79336
A2	53495606	53865341	101	53680474	2	2	1	0.5	2	3279.49	2.07539
A2	53698294	53968387	101	53833341	2	2	1	0.5	2	1.00249e+08	6.21779
A2	53968387	54202975	101	54085681.5	2	2	1	0.5	2	1.00249e+08	6.21384
A2	54202975	54656781	101	54429878.5	2	2	1	0.5	2	4335.41	2.07539
A2	54454294	54750818	101	54602556.5	6	6	0.222222	0.833333	6	1.00249e+08	1.9769
A2	54656781	55011450	101	54834116	4	4	0.375	0.75	4	6589.7	1.46939
A2	55122596	55314185	101	55218391	8	8	0.15625	0.875	8	1.00249e+08	0.762344
A2	55198303	55516272	101	55357288	4	4	0.375	0.75	4	3770.67	1.46939
A2	55551620	55670564	101	55611092.5	2	2	1	0.5	4	1.00249e+08	4.67151
A2	55570323	55760428	101	55665376	2	2	1	0.5	4	1.00249e+08	4.67129
A2	56594588	56868087	101	56731338	2	2	1	0.5	2	1.00249e+08	6.20142
A2	56741710	56991507	101	56866609	2	2	1	0.5	2	248184	3.13065
A2	57914815	58105275	101	58010045.5	8	8	0.15625	0.875	8	1.00249e+08	0.633865
A2	58333674	58407224	101	58370449.5	2	2	1	0.5	2	93430.9	3.364
A2	58362406	58500266	101	58431336.5	2	2	1	0.5	2	142012	4.62083
A2	58407224	58592155	101	58499690	2	2	1	0.5	2	1.00249e+08	10.363
A2	58500266	58681391	101	58590829	2	2	1	0.5	2	1.00249e+08	8.29033
A2	58829128	58937821	101	58883475	2	2	1	0.5	2	1.00249e+08	6.21208
A2	59075171	59470182	101	59272677	2	2	1	0.5	2	1.00249e+08	6.20832
A2	59566221	59928781	101	59747501.5	2	2	1	0.5	2	1.00249e+08	6.19008
A2	59928781	62121982	101	61025382	2	2	1	0.5	2	812.247	2.07539
A2	59941775	62170767	101	61056271.5	16	16	0.0703125	0.9375	0	0	0
A2	62121982	62212803	101	62167393	14	14	0.0816327	0.928571	0	0	0
A2	62212803	62654477	101	62433640.5	2	2	1	0.5	2	23140.5	2.0755
A2	62436029	62820583	101	62628306.5	2	2	1	0.5	2	1.00249e+08	6.21795
A2	62654477	63007361	101	62830919.5	2	2	1	0.5	2	1.00249e+08	6.20899
A2	63370694	63549697	101	63460196	2	2	1	0.5	2	1.00249e+08	6.20943
A2	63614282	63669274	101	63641778.5	2	2	1	0.5	2	1.00249e+08	10.3695
A2	63641366	63687810	101	63664588.5	2	2	1	0.5	2	1.00249e+08	12.4303
A2	63669274	63724674	101	63696974.5	2	2	1	0.5	2	1.00249e+08	12.4303
A2	63687810	63798894	101	63743352.5	2	2	1	0.5	2	1.00249e+08	10.3589
A2	64344139	64442084	101	64393112	2	2	1	0.5	2	1.00249e+08	8.28349
A2	64388383	64562357	101	64475370.5	2	2	1	0.5	4	1.00249e+08	5.74922
A2	64442084	64630118	101	64536101.5	2	2	1	0.5	4	1.00249e+08	5.75607
A2	64562357	64654161	101	64608259.5	4	4	0.375	0.75	4	1.00249e+08	5.7565
A2	64630118	64666015	101	64648067	2	2	1	0.5	4	1.00249e+08	5.75622
A2	64686299	64789919	101	64738109.5	2	2	1	0.5	4	1.00249e+08	7.2235
A2	64749178	64835694	101	64792436.5	2	2	1	0.5	2	40440.8	2.90199
A2	64789919	64865938	101	64827929	2	2	1	0.5	2	13241.1	2.10426
A2	64835694	64912235	101	64873965	4	4	0.375	0.75	4	26606.3	1.61264
A2	64953956	65090143	101	65022050	16	16	0.0703125	0.9375	0	0	0
A2	65016844	65159336	101	65088090.5	10	9	0.16	0.666667	9	1876.55	0.340022
A2	65090143	65262229	101	65176186.5	6	5	0.333333	0.5	5	2852.3	1.64183
A2	65159336	65357458	101	65258397.5	4	4	0.375	0.75	4	6589.7	1.46939
A2	65262229	65467360	101	65364795	10	9	0.16	0.666667	9	1876.55	0.340022
A2	65357458	65507407	101	65432433	12	11	0.125	0.714286	0	0	0
A2	65775315	66008608	101	65891962	2	2	1	0.5	2	81260.3	2.42832
A2	65923433	66111127	101	66017280.5	2	2	1	0.5	2	1419.5	2.07539
A2	66008608	66124753	101	66066681	6	5	0.333333	0.5	5	20126.1	1.67582
A2	66111127	66264529	101	66187828.5	16	12	0.148438	0.653846	0	0	0
A2	66313466	66459021	101	66386244	2	2	1	0.5	2	35172.9	2.30995
A2	66370379	66530537	101	66450458.5	2	2	1	0.5	2	46497.7	2.49825
A2	66762234	66942284	101	66852259.5	2	2	1	0.5	4	1.00249e+08	4.68065
A2	66829651	67030419	101	66930035.5	4	4	0.375	0.75	4	1.00249e+08	5.7522
A2	66942284	67070195	101	67006240	2	2	1	0.5	4	1.00249e+08	5.75584
A2	67030419	67117458	101	67073939	2	2	1	0.5	4	1.00249e+08	7.21894
A2	67070195	67163188	101	67116692	2	2	1	0.5	2	248184	6.10587
A2	67117458	67224011	101	67170735	2	2	1	0.5	4	1.00249e+08	5.75192
A2	67483669	67570932	101	67527301	4	4	0.375	0.75	4	1.00249e+08	4.68202
A2	67511692	67616630	101	67564161.5	2	2	1	0.5	4	1.00249e+08	4.68188
A2	67616630	67718835	101	67667733	2	2	1	0.5	4	1.00249e+08	4.68427
A2	67700054	67739080	101	67719567.5	2	2	1	0.5	4	1.00249e+08	5.75573
A2	67718835	67861041	101	67789938.5	4	4	0.375	0.75	4	1.00249e+08	5.75601
A2	67739080	67986754	101	67862917.5	2	2	1	0.5	6	1.00249e+08	3.02232
A2	67861041	68028982	101	67945012	2	2	1	0.5	6	1.00249e+08	2.5001
A2	67986754	68116542	101	68051648.5	6	6	0.222222	0.833333	6	1419.5	0.748902
A2	68028982	68182845	101	68105914	16	14	0.109375	0.8	0	0	0
A2	68116542	68267511	101	68192027	6	4	0.5	0.25	4	2157.6	2.87593
A2	68182845	68378298	101	68280572	6	5	0.333333	0.5	5	13241.1	1.64233
A2	68267511	68499767	101	68383639.5	14	9	0.285714	0.5	9	1.00249e+08	1.80467
A2	68378298	68618172	101	68498235.5	14	7	0.367347	0.404762	9	1.00249e+08	1.80482
A2	68499767	68709648	101	68604708	6	5	0.333333	0.5	5	1.00249e+08	3.89939
A2	68618172	68838669	101	68728421	6	5	0.333333	0.5	6	1.00249e+08	2.91671
A2	68709648	68954263	101	68831956	6	6	0.222222	0.833333	6	1.00249e+08	2.58085
A2	68838669	69039611	101	68939140.5	6	6	0.222222	0.833333	6	1.00249e+08	2.20377
A2	68954263	69142546	101	69048405	4	4	0.375	0.75	6	1.00249e+08	1.97726
A2	69142546	69472836	101	69307691.5	2	2	1	0.5	4	1.00249e+08	4.00468
A2	69306691	69729712	101	69518202	4	4	0.375	0.75	4	1.00249e+08	3.61088
A2	69472836	69902741	101	69687789	2	2	1	0.5	4	1.00249e+08	4.00629
A2	69729712	70025901	101	69877807	4	4	0.375	0.75	4	3279.49	1.46939
A2	69902741	70115145	101	70008943.5	12	11	0.125	0.714286	0	0	0
A2	70025901	70227286	101	70126594	14	14	0.0816327	0.928571	0	0	0
A2	70115145	70425041	101	70270093.5	2	2	1	0.5	2	3770.67	2.07539
A2	70227286	70611843	101	70419565	2	2	1	0.5	2	3770.67	2.07539
A2	70425041	70701505	101	70563273.5	6	6	0.222222	0.833333	6	1.00249e+08	1.97744
A2	70611843	70866379	101	70739111.5	4	4	0.375	0.75	6	1.00249e+08	2.89827
A2	70701505	70992082	101	70846794	8	6	0.3125	0.357143	6	1.00249e+08	2.67375
A2	70866379	71101773	101	70984076.5	2	2	1	0.5	6	1.00249e+08	2.67207
A2	70992082	71310836	101	71151459.5	4	4	0.375	0.75	4	123513	1.64643
A2	71101773	72105704	101	71603739	8	7	0.21875	0.6	7	6589.7	0.720484
A2	71310836	72401175	101	71856006	10	10	0.12	0.9	0	0	0
A2	72105704	72576246	101	72340975.5	8	8	0.15625	0.875	8	53461.7	0.267066
A2	72401175	72765859	101	72583517.5	2	2	1	0.5	2	3279.49	2.07539
A2	72576246	72831621	101	72703934	10	9	0.16	0.666667	9	1.00249e+08	0.729513
A2	72765859	73011049	101	72888454.5	6	6	0.222222	0.833333	9	1.00249e+08	0.784384
A2	72831621	73202074	101	73016848	4	4	0.375	0.75	4	3770.67	1.46939
A2	73011049	73319034	101	73165042	14	11	0.142857	0.8	0	0	0
A2	73202074	73473020	101	73337547.5	6	6	0.222222	0.833333	6	26606.3	0.760979
A2	73319034	73547462	101	73433248.5	4	3	0.625	0.333333	3	2852.3	2.91321
A2	73473020	73591558	101	73532289.5	10	6	0.4	0.333333	6	1.00249e+08	4.46415
A2	73547462	73765999	101	73656731	6	6	0.222222	0.833333	6	1.00249e+08	4.50109
A2	73591558	73847690	101	73719624.5	4	4	0.375	0.75	6	1.00249e+08	4.50051
A2	74043808	74217507	101	74130658	6	5	0.333333	0.5	5	1.00249e+08	3.50027
A2	74114379	74385316	101	74249848	2	2	1	0.5	2	3279.49	2.07539
A2	74217507	74862506	101	74540007	8	7	0.21875	0.6	7	1.00249e+08	1.52253
A2	74385316	74966033	101	74675675	4	4	0.375	0.75	7	1.00249e+08	1.8347
A2	74862506	75105468	101	74983987.5	4	3	0.625	0.333333	3	4984.73	2.91321
A2	74966033	75343574	101	75154804	8	7	0.21875	0.6	7	20126.1	0.720504
A2	75105468	75657551	101	75381510	12	11	0.125	0.714286	0	0	0
A2	75343574	75944481	101	75644028	16	14	0.109375	0.8	0	0	0
A2	76090627	76347605	101	76219116.5	2	1	1	0	1	11516.3	4.40092
A2	76468928	76803663	101	76636296	2	2	1	0.5	2	3279.49	2.07539
A2	76618666	76899144	101	76758905.5	6	6	0.222222	0.833333	6	1.00249e+08	1.79341
A2	76803663	77035916	101	76919790	2	2	1	0.5	2	2852.3	2.07539
A2	76899144	77151396	101	77025270.5	8	7	0.21875	0.6	7	8711.43	0.720484
A2	77035916	77288393	101	77162155	20	15	0.155	0.404762	0	0	0
A2	77151396	77333838	101	77242617.5	2	2	1	0.5	2	2157.6	2.07539
A2	77288393	77347963	101	77318178.5	2	2	1	0.5	2	812.247	2.07539
A2	77333838	77365662	101	77349750.5	12	12	0.0972222	0.916667	0	0	0
A2	77347963	77382488	101	77365226	6	6	0.222222	0.833333	6	464.773	0.748902
A2	77365662	77408877	101	77387270	2	2	1	0.5	2	464.773	2.07539
A2	77382488	77428213	101	77405351	8	8	0.15625	0.875	8	1419.5	0.265837
A2	77408877	77450213	101	77429545.5	12	12	0.0972222	0.916667	0	0	0
A2	77428213	77454486	101	77441350	12	12	0.0972222	0.916667	0	0	0
A2	77450213	77466866	101	77458540	22	21	0.0578512	0.833333	0	0	0
A2	77454486	77480673	101	77467580	22	22	0.0495868	0.954545	0	0	0
A2	77466866	77512139	101	77489503	6	6	0.222222	0.833333	6	2157.6	0.749759
A2	77480673	77524387	101	77502530.5	6	6	0.222222	0.833333	6	4984.73	0.782415
A2	77512139	77547565	101	77529852.5	6	6	0.222222	0.833333	6	10016.2	0.852434
A2	77524387	77573877	101	77549132.5	4	4	0.375	0.75	4	534.383	1.46939
A2	77547565	77606252	101	77576909	2	2	1	0.5	2	812.247	2.07539
A2	77573877	77783531	101	77678704.5	2	2	1	0.5	2	1.00249e+08	6.22185
A2	77606252	77964910	101	77785581.5	2	2	1	0.5	4	1.00249e+08	3.61141
A2	77783531	78114348	101	77948940	4	4	0.375	0.75	6	1.00249e+08	1.97752
A2	77964910	78215277	101	78090094	6	6	0.222222	0.833333	7	1.00249e+08	0.968025
A2	78114348	78277956	101	78196152.5	10	8	0.22	0.714286	7	1.00249e+08	1.70059
A2	78215277	78329618	101	78272448	6	6	0.222222	0.833333	7	1.00249e+08	1.70112
A2	78434544	78733548	101	78584046.5	6	5	0.333333	0.5	6	1.00249e+08	2.95043
A2	78558328	78799434	101	78678881.5	6	5	0.333333	0.5	6	1.00249e+08	2.94975
A2	78733548	79023690	101	78878619.5	8	7	0.21875	0.6	7	1.00249e+08	1.77005
A2	78799434	79228753	101	79014094	2	2	1	0.5	2	3770.67	2.07539
A2	79023690	79270397	101	79147044	2	2	1	0.5	5	1.00249e+08	3.21669
A2	79228753	79418059	101	79323406.5	6	5	0.333333	0.5	5	1632.1	1.64183
A2	79270397	79496862	101	79383630	16	11	0.226562	0.342105	0	0	0
A2	79418059	79704358	101	79561209	8	7	0.21875	0.6	7	4984.73	0.720484
A2	79776277	79991549	101	79883913.5	2	2	1	0.5	2	2480.75	2.07539
A2	79828667	80142562	101	79985615	18	13	0.185185	0.375	0	0	0
A2	79991549	80331336	101	80161443	10	7	0.3	0.272727	7	4984.73	1.17825
A2	80142562	80500566	101	80321564.5	2	1	1	0	1	4335.41	4.40092
A2	80500566	80784501	101	80642534	2	2	1	0.5	4	1.00249e+08	3.93905
A2	80784501	81205972	101	80995237	4	4	0.375	0.75	6	1.00249e+08	1.97618
A2	81010664	81358977	101	81184821	6	6	0.222222	0.833333	6	1.00249e+08	1.9773
